position,champion_name,grade_x,lane,win_rate,pick_rate,ban_rate,pbi,games_played,ranking,grade_y,grade,counter,win_rate_weak,games_played_weak,strong,win_rate_strong,games_played_strong,custom_grade
37,Rell,3.0,support,49.89,2.61,1.79,0,443382,all,2.0,3.0,"['Swain', 'Zilean', 'Maokai', 'Janna', 'Brand']","['45.81', '45.88', '46.08', '46.1', '46.55']","['8653', '4069', '3969', '12251', '9978']","['Hwei', 'Yuumi', 'Malphite', 'Pantheon', 'Miss Fortune']","['57.84', '56.54', '53.83', '53.77', '53.61']","['6338', '11634', '1934', '4523', '1675']",2.6666666666666665
38,Karthus,3.0,support,48.48,0.09,1.37,0,15207,all,4.0,,"['Zilean', 'Maokai', 'Janna', 'Taric', 'Shaco']","['39.31', '40.17', '42.16', '42.67', '42.98']","['145', '117', '287', '75', '121']","['Veigar', 'Hwei', 'Ziggs', 'Galio', 'Malphite']","['58.33', '57.61', '56.25', '55.81', '55.56']","['60', '243', '48', '43', '99']",3.5
39,Annie,3.0,support,50.75,0.36,0.57,0,60581,all,3.0,,"['Maokai', 'Tahm Kench', 'Galio', 'Sona', 'Soraka']","['43.6', '44.06', '45.64', '45.7', '46.94']","['500', '286', '195', '790', '1455']","['Hwei', 'Miss Fortune', 'Yuumi', 'Ziggs', 'Lulu']","['61.99', '59.87', '55.02', '54.64', '54.27']","['976', '309', '1634', '194', '1804']",3.0
40,Vel'Koz,3.0,support,50.81,2.27,0.57,2,385518,all,2.0,3.0,"['Shaco', 'Xerath', 'Maokai', 'Amumu', 'Twitch']","['45.71', '46.62', '46.7', '47.18', '47.71']","['2343', '15467', '2983', '1456', '1679']","['Hwei', 'Veigar', 'Malphite', 'Braum', 'Miss Fortune']","['60.65', '54.5', '54.49', '54', '53.6']","['6138', '1446', '1995', '4048', '1845']",2.6666666666666665
41,Pyke,3.0,support,49.6,6.7,11.63,-3,1139574,all,1.0,2.0,"['Maokai', 'Shaco', 'Teemo', 'Rakan', 'Morgana']","['45.09', '45.99', '46.05', '46.92', '47.27']","['12196', '8178', '4823', '51114', '46098']","['Hwei', 'Miss Fortune', 'Ashe', 'Yuumi', 'Karma']","['59.8', '57.4', '53.96', '53.84', '53.06']","['17918', '4768', '23668', '28262', '26887']",2.0
42,Rumble,3.0,support,48.79,0.07,1.46,0,12354,all,4.0,,"['Galio', 'Shaco', 'Milio', 'Tahm Kench', 'Senna']","['33.33', '36.36', '39.3', '40.68', '41.88']","['33', '99', '229', '59', '690']","['Miss Fortune', 'Teemo', 'Soraka', 'Seraphine', 'Hwei']","['60', '59.26', '54.9', '54.26', '53.5']","['80', '54', '306', '223', '157']",3.5
43,Morgana,3.0,support,51.2,9.1,26.41,15,1548348,all,1.0,1.0,"['Zyra', 'Xerath', 'Milio', 'Shaco', 'Teemo']","['47.02', '47.25', '47.62', '47.89', '47.9']","['62277', '53758', '25668', '9131', '7196']","['Hwei', 'Malphite', 'Veigar', 'Miss Fortune', 'Nautilus']","['59.63', '55.86', '54.17', '54.06', '53.61']","['23193', '9659', '7127', '8004', '75359']",1.6666666666666667
44,Nautilus,3.0,support,49.34,9.13,14.47,-7,1554058,all,1.0,2.0,"['Taric', 'Renata Glasc', 'Swain', 'Braum', 'Leona']","['44.13', '45.21', '45.63', '46.17', '46.36']","['12502', '25074', '33760', '34863', '64004']","['Hwei', 'Yuumi', 'Miss Fortune', 'Ashe', 'Veigar']","['57.52', '55.95', '55', '54.28', '53.7']","['22652', '38988', '6927', '32311', '6028']",2.0
45,Syndra,3.333,support,47.38,0.23,7.44,-1,38857,all,3.0,,"['Brand', 'Shaco', 'Bard', 'Janna', 'Zyra']","['42.4', '42.49', '42.78', '43.14', '43.28']","['915', '313', '526', '707', '1146']","['Hwei', 'Ziggs', 'Pantheon', 'Seraphine', 'Miss Fortune']","['57.81', '52.94', '51.94', '51.11', '50.56']","['621', '153', '412', '675', '269']",3.1665
46,Orianna,3.333,support,47.82,0.18,8.62,0,30356,all,3.0,,"['Taric', 'Twitch', 'Shaco', 'Sona', 'Renata Glasc']","['36.6', '41.45', '41.49', '42.56', '43.45']","['153', '152', '241', '390', '412']","['Hwei', 'Rell', 'Veigar', 'Lulu', 'Heimerdinger']","['56.77', '54.34', '52.8', '52.72', '52.33']","['569', '357', '125', '920', '193']",3.1665
47,Braum,3.333,support,50.56,2.43,0.45,1,414125,all,2.0,3.0,"[""Vel'Koz"", 'Zyra', 'Heimerdinger', 'Zilean', 'Swain']","['46', '46.75', '46.81', '46.97', '47.39']","['4048', '11376', '2051', '3496', '8128']","['Miss Fortune', 'Hwei', 'Yuumi', 'Veigar', 'Nautilus']","['58.44', '57.78', '56.31', '55.2', '53.83']","['1581', '5450', '8333', '1375', '34863']",2.7776666666666667
48,Gragas,3.333,support,48.1,0.2,0.6,0,33342,all,4.0,,"['Swain', 'Sona', 'Ziggs', 'Bard', 'Morgana']","['42.7', '42.77', '43.4', '43.58', '43.95']","['644', '318', '106', '475', '1174']","['Hwei', 'Galio', 'Miss Fortune', 'Ashe', 'Pantheon']","['58.67', '56', '55.81', '55.06', '54.04']","['467', '100', '172', '721', '433']",3.6665
49,Twitch,3.333,support,49.25,0.96,4.62,-1,163460,all,3.0,4.0,"['Teemo', 'Soraka', 'Tahm Kench', 'Taric', 'Zilean']","['42.22', '45.33', '45.6', '45.64', '46.02']","['765', '3353', '739', '723', '1421']","['Hwei', 'Veigar', 'Miss Fortune', 'Ashe', 'Ziggs']","['59', '58.41', '55.97', '52.58', '52.44']","['2390', '654', '779', '3811', '471']",3.4443333333333332
50,Amumu,3.333,support,50.81,0.76,1.39,1,129045,all,2.0,4.0,"['Taric', 'Maokai', 'Shaco', 'Braum', 'Galio']","['46.35', '46.84', '46.89', '47.04', '47.09']","['727', '1202', '851', '1590', '429']","['Hwei', 'Yuumi', 'Miss Fortune', 'Veigar', 'Ashe']","['60.36', '56.9', '55.39', '55.27', '54.39']","['1965', '3390', '742', '541', '2651']",3.111
51,Shen,3.333,support,49.62,0.45,0.25,0,77059,all,3.0,,"['Taric', 'Janna', 'Amumu', 'Maokai', 'Bard']","['39.8', '45.1', '45.85', '45.9', '45.98']","['407', '1348', '325', '708', '996']","['Twitch', 'Hwei', 'Veigar', 'Yuumi', 'Miss Fortune']","['55.66', '54.35', '54.3', '54.22', '52.85']","['327', '1183', '337', '1791', '333']",3.1665
52,Nidalee,3.333,support,47.13,0.17,1.77,-1,29411,all,4.0,,"['Teemo', 'Zyra', 'Swain', 'Sona', 'Galio']","['38.73', '40.92', '42.36', '42.73', '43.1']","['173', '848', '550', '330', '58']","['Hwei', 'Miss Fortune', 'Pantheon', 'Twitch', 'Bard']","['58.98', '57.65', '52.7', '52.03', '51.65']","['373', '170', '296', '148', '333']",3.6665
53,Lissandra,3.666,support,49.76,0.21,1.19,0,35689,all,3.0,,"['Shaco', 'Amumu', 'Galio', 'Heimerdinger', 'Zyra']","['41.2', '42.11', '43.53', '43.69', '46.1']","['233', '95', '85', '206', '1052']","['Hwei', 'Malphite', 'Rell', 'Yuumi', 'Veigar']","['58.85', '56.14', '54.19', '53.84', '53.69']","['537', '171', '537', '886', '149']",3.333
54,Singed,3.666,support,48.75,0.09,0.48,0,14795,all,4.0,,"['Teemo', 'Janna', 'Zyra', 'Maokai', 'Nami']","['30.3', '36.88', '39.9', '40.8', '41.58']","['66', '263', '396', '125', '291']","['Galio', 'Hwei', 'Nautilus', 'Veigar', 'Pantheon']","['54.9', '54.67', '52.8', '52.11', '51.93']","['51', '225', '733', '71', '181']",3.833
55,Seraphine,3.666,support,48.74,4.15,1.19,-5,706460,all,3.0,3.0,"['Xerath', 'Maokai', 'Zyra', 'Galio', 'Zilean']","['45.59', '45.7', '46.02', '46.19', '46.32']","['22973', '5877', '30493', '2152', '6516']","['Hwei', 'Veigar', 'Miss Fortune', 'Yuumi', 'Rell']","['57.33', '52.64', '51.93', '51.24', '50.88']","['11786', '3013', '3295', '16817', '7642']",3.222
56,Jarvan IV,3.666,support,47.74,0.18,3.37,0,29964,all,4.0,,"['Galio', 'Taric', 'Janna', 'Braum', 'Sona']","['36.71', '38.52', '42.18', '42.32', '42.55']","['79', '122', '531', '267', '322']","['Hwei', 'Miss Fortune', 'Ziggs', 'Lulu', 'Milio']","['61.27', '56.52', '54.95', '50.95', '50.41']","['426', '184', '91', '734', '492']",3.833
57,Karma,3.666,support,48.5,4.7,1.25,-7,798848,all,2.0,3.0,"['Maokai', 'Zyra', 'Blitzcrank', 'Rakan', 'Sona']","['45.03', '45.36', '45.48', '46.23', '46.27']","['6489', '29437', '32389', '34520', '10004']","['Hwei', 'Miss Fortune', 'Veigar', 'Malphite', 'Pantheon']","['59.54', '56.87', '53.08', '51.65', '51.26']","['12116', '3779', '2773', '3115', '7560']",2.888666666666667
58,Tahm Kench,3.666,support,49.57,0.99,1.85,0,169216,all,3.0,4.0,"['Heimerdinger', 'Galio', 'Taric', 'Shaco', 'Swain']","['42.86', '45.89', '46.07', '46.11', '46.29']","['1071', '499', '1120', '1119', '3895']","['Hwei', 'Miss Fortune', 'Ashe', 'Twitch', 'Ziggs']","['56.89', '55.57', '54.72', '54.4', '53.85']","['2561', '682', '3147', '739', '520']",3.5553333333333335
59,Sion,3.666,support,48.96,0.18,1.68,0,31174,all,4.0,,"['Nami', 'Janna', 'Galio', 'Zilean', 'Alistar']","['42.47', '43.11', '43.42', '44.4', '44.98']","['671', '508', '76', '250', '558']","['Hwei', 'Neeko', 'Amumu', 'Nautilus', 'Lulu']","['57.69', '55.83', '54.62', '54.01', '52.75']","['494', '412', '130', '1509', '690']",3.833
60,Camille,3.666,support,46.59,0.23,1.72,-1,39198,all,4.0,,"['Teemo', 'Maokai', 'Taric', 'Janna', 'Shaco']","['37.97', '39.08', '40.23', '40.55', '41.63']","['158', '325', '256', '1053', '245']","['Hwei', 'Veigar', 'Miss Fortune', 'Ashe', 'Yuumi']","['60.55', '56.52', '55.8', '54.64', '52.33']","['654', '138', '138', '743', '986']",3.833
61,Pantheon,4.0,support,48.13,2.26,3.48,-4,385136,all,3.0,4.0,"['Maokai', 'Taric', 'Renata Glasc', 'Rakan', 'Zyra']","['42.88', '43.75', '44.5', '45.2', '45.34']","['3090', '2272', '4769', '12640', '11171']","['Hwei', 'Miss Fortune', 'Yuumi', 'Veigar', 'Twitch']","['56.97', '53.58', '51.46', '51.05', '50.7']","['6084', '1775', '10925', '1624', '1990']",3.6666666666666665
62,Ahri,4.0,support,48.15,0.18,2.66,0,31190,all,4.0,,"['Amumu', 'Veigar', 'Rakan', 'Nami', 'Maokai']","['41.03', '42.96', '44.05', '44.36', '44.44']","['117', '142', '1101', '674', '243']","['Hwei', 'Swain', 'Galio', 'Soraka', 'Alistar']","['57.79', '53.88', '53.7', '52.1', '51.88']","['533', '631', '108', '689', '611']",4.0
63,Ziggs,4.0,support,49.0,0.63,2.86,-1,107914,all,3.0,5.0,"['Galio', 'Janna', 'Xerath', 'Nami', 'Maokai']","['42.47', '43.19', '44.59', '44.81', '45.82']","['299', '1322', '4068', '1928', '718']","['Hwei', 'Veigar', 'Miss Fortune', 'Neeko', 'Malphite']","['58.48', '58.09', '54.02', '52.56', '52.39']","['1580', '470', '733', '1579', '731']",4.0
64,Ashe,4.0,support,47.8,4.32,7.32,-10,734843,all,2.0,3.0,"['Maokai', 'Tahm Kench', 'Blitzcrank', 'Taric', 'Amumu']","['43.13', '45.27', '45.38', '45.54', '45.61']","['5381', '3148', '30980', '2923', '2651']","['Hwei', 'Miss Fortune', 'Veigar', 'Ziggs', 'Pantheon']","['57.62', '53.38', '53.1', '50.9', '50.17']","['11660', '5693', '2940', '2326', '7436']",3.0
65,Vex,4.0,support,48.7,0.19,4.54,0,31670,all,3.0,,"['Galio', 'Teemo', 'Xerath', 'Brand', 'Blitzcrank']","['36.54', '41.77', '44.25', '44.8', '45.27']","['104', '158', '1096', '884', '1162']","['Veigar', 'Hwei', 'Miss Fortune', 'Amumu', 'Yuumi']","['60', '58.17', '54.73', '53.45', '53.21']","['130', '502', '201', '116', '716']",3.5
66,Hwei,4.0,support,41.11,3.07,22.65,-35,521522,all,5.0,5.0,"['Janna', 'Xerath', 'Milio', 'Zyra', 'Soraka']","['38.13', '38.17', '38.41', '38.46', '39.07']","['9987', '18600', '8681', '17554', '12406']",[],[],[],4.666666666666667
67,Twisted Fate,4.333,support,46.52,0.09,0.23,0,16087,all,4.0,,"['Tahm Kench', 'Amumu', 'Alistar', 'Swain', 'Soraka']","['37.97', '39.29', '39.47', '39.72', '41.33']","['79', '56', '304', '282', '346']","['Hwei', 'Teemo', 'Malphite', 'Rell', 'Pantheon']","['54.83', '54.55', '52.25', '51.14', '50.78']","['290', '88', '111', '176', '193']",4.1665
68,Ornn,4.333,support,47.23,0.09,0.71,0,15392,all,4.0,,"['Galio', 'Milio', 'Rell', 'Nami', 'Rakan']","['32', '39.81', '40.72', '40.81', '40.98']","['50', '206', '194', '321', '488']","['Veigar', 'Yuumi', 'Heimerdinger', 'Twitch', 'Taric']","['57.14', '55.95', '55.95', '54.93', '54.12']","['70', '336', '84', '71', '85']",4.1665
69,Lulu,4.333,support,48.57,5.33,2.85,-8,905919,all,2.0,3.0,"['Zyra', 'Maokai', 'Sona', 'Senna', 'Blitzcrank']","['45.26', '45.43', '46.08', '46.62', '46.78']","['31590', '7312', '12653', '56588', '35233']","['Hwei', 'Miss Fortune', 'Pantheon', 'Veigar', 'Yuumi']","['58.2', '55.15', '52.25', '51.94', '51.74']","['13880', '3594', '9539', '3221', '27802']",3.111
70,Kog'Maw,4.333,support,48.47,0.05,0.37,0,7925,all,2.0,,"['Taric', 'Shaco', 'Pantheon', 'Tahm Kench', 'Soraka']","['35.14', '37.21', '39.29', '40.54', '41.08']","['37', '43', '84', '37', '185']","['Brand', 'Malphite', 'Heimerdinger', 'Hwei', 'Neeko']","['58.82', '58.33', '56.76', '55.56', '54.78']","['204', '48', '37', '144', '115']",3.1665
71,Sett,4.333,support,48.33,0.39,2.8,-1,66274,all,4.0,,"['Taric', 'Janna', 'Shaco', 'Rakan', 'Maokai']","['41.69', '42.39', '42.62', '42.8', '43.49']","['355', '946', '359', '2320', '584']","['Hwei', 'Miss Fortune', 'Yuumi', 'Nautilus', 'Malphite']","['58.18', '53.09', '51.59', '51.52', '51.26']","['947', '356', '1320', '4451', '476']",4.1665
72,Nunu & Willump,4.666,support,39.62,0.1,0.54,-1,17698,all,5.0,,"['Twitch', 'Amumu', 'Leona', 'Renata Glasc', 'Nami']","['32.43', '32.79', '36.3', '36.55', '36.78']","['74', '61', '540', '197', '348']","['Pantheon', 'Malphite', 'Hwei']","['52.49', '50.52', '50.4']","['181', '97', '250']",4.833
73,Aurelion Sol,4.666,support,46.14,0.06,1.21,0,10005,all,5.0,,"['Pantheon', 'Milio', 'Zilean', 'Maokai', 'Janna']","['28.16', '32.26', '34.07', '34.88', '38.64']","['103', '124', '91', '86', '132']","['Veigar', 'Hwei', 'Miss Fortune']","['60', '54.75', '52.27']","['50', '179', '44']",4.833
74,Anivia,4.666,support,47.16,0.32,1.13,-1,53703,all,3.0,,"['Soraka', 'Taric', 'Teemo', 'Shaco', 'Morgana']","['43.27', '43.31', '43.51', '43.53', '43.62']","['1204', '254', '239', '363', '2485']","['Hwei', 'Ziggs', 'Yuumi', 'Lulu']","['56.66', '50.89', '50.66', '50.04']","['863', '169', '1279', '1341']",3.833
75,Cho'Gath,5.0,support,47.23,0.26,0.9,-1,44741,all,4.0,,"['Shaco', 'Zilean', 'Teemo', 'Janna', 'Lulu']","['39.53', '39.7', '40', '41.09', '41.09']","['296', '335', '220', '640', '937']","['Amumu', 'Miss Fortune', 'Tahm Kench', 'Galio']","['53.76', '52.52', '51.95', '50.78']","['173', '238', '231', '128']",4.5
76,Yuumi,5.0,support,47.15,4.71,3.64,-14,801304,all,3.0,4.0,"['Amumu', 'Leona', 'Rell', 'Braum', 'Rakan']","['43.1', '43.2', '43.46', '43.69', '43.7']","['3390', '29646', '11634', '8333', '30363']","['Hwei', 'Miss Fortune', 'Ashe', 'Karma', 'Ziggs']","['56.37', '54.33', '51.62', '51.22', '50.98']","['12414', '4346', '19870', '20455', '2293']",4.0
77,Malphite,5.0,support,47.76,1.2,9.29,-3,204352,all,4.0,5.0,"['Zilean', 'Maokai', 'Swain', 'Morgana', 'Rakan']","['43.62', '43.82', '44.09', '44.14', '44.51']","['1355', '1472', '4198', '9659', '5212']","['Miss Fortune', 'Hwei', 'Yuumi', 'Twitch', 'Ashe']","['55.05', '53.78', '51.51', '50.75', '50.31']","['1346', '2936', '4281', '928', '3872']",4.666666666666667
78,Sejuani,5.333,support,45.89,0.06,0.35,0,10871,all,4.0,,"['Heimerdinger', 'Sona', 'Braum', 'Janna', 'Brand']","['29.73', '38.66', '39.34', '39.38', '40.59']","['74', '119', '122', '160', '303']","['Amumu', 'Veigar', 'Hwei', 'Nami', 'Miss Fortune']","['58.06', '56.76', '56', '55.47', '51.02']","['31', '37', '175', '247', '49']",4.6665
79,Veigar,5.333,support,46.93,0.83,3.23,-3,140436,all,4.0,5.0,"['Twitch', 'Zyra', 'Ziggs', 'Xerath', 'Zilean']","['41.59', '41.73', '41.91', '42.34', '43.1']","['654', '4383', '470', '4622', '1160']","['Hwei', 'Miss Fortune', 'Malphite', 'Yuumi']","['55.77', '53.4', '52.87', '51.27']","['2157', '897', '1010', '3193']",4.777666666666667
80,Miss Fortune,5.333,support,44.62,1.04,4.09,-6,176141,all,5.0,5.0,"['Taric', 'Milio', 'Shaco', 'Xerath', 'Braum']","['38.9', '39.56', '40.16', '41.55', '41.56']","['545', '2227', '1260', '8364', '1581']",['Hwei'],['53.22'],['2792'],5.111
1,Jax,0.666,top,59.3,16.51,32.39,44,1818,challenger,5.0,1.0,"[""K'Sante"", 'Gragas', 'Aatrox']","['43.33', '43.33', '48.21']","['30', '30', '56']",[],[],[],2.222
2,Sylas,1.0,top,62.18,1.42,14.96,8,156,challenger,5.0,5.0,[],[],[],[],[],[],3.6666666666666665
3,K'Sante,1.0,top,60.34,7.9,8.66,25,870,challenger,5.0,3.0,[],[],[],['Jax'],['56.67'],['30'],3.0
4,Riven,1.333,top,60.09,7.69,6.88,21,847,challenger,3.0,3.0,[],[],[],['Aatrox'],['59.38'],['32'],2.4443333333333332
5,Olaf,1.333,top,64.25,4.01,3.25,28,442,challenger,3.0,4.0,[],[],[],[],[],[],2.7776666666666667
6,Vayne,1.666,top,63.51,1.34,8.35,9,148,challenger,3.0,5.0,[],[],[],[],[],[],3.222
7,Poppy,1.666,top,59.11,2.64,5.48,4,291,challenger,4.0,5.0,[],[],[],[],[],[],3.5553333333333335
8,Tryndamere,1.666,top,62.21,2.72,4.39,13,299,challenger,3.0,5.0,[],[],[],[],[],[],3.222
9,Jayce,2.0,top,57.46,8.28,5.07,0,912,challenger,3.0,3.0,['Aatrox'],['42.5'],['40'],[],[],[],2.6666666666666665
10,Camille,2.0,top,58.77,5.02,2.58,6,553,challenger,3.0,4.0,[],[],[],[],[],[],3.0
11,Darius,2.0,top,57.92,4.19,10.75,2,461,challenger,4.0,4.0,[],[],[],[],[],[],3.3333333333333335
12,Vladimir,2.0,top,61.83,1.19,4.27,5,131,challenger,3.0,5.0,[],[],[],[],[],[],3.3333333333333335
13,Fiora,2.333,top,56.74,8.08,13.8,-7,890,challenger,5.0,3.0,[],[],[],[],[],[],3.4443333333333332
14,Quinn,2.333,top,64.1,1.42,0.51,9,156,challenger,2.0,5.0,[],[],[],[],[],[],3.111
15,Yasuo,2.333,top,57.22,1.7,18.02,-1,187,challenger,5.0,5.0,[],[],[],[],[],[],4.111
16,Aatrox,2.333,top,54.98,16.32,8.19,-45,1797,challenger,4.0,1.0,['Riven'],['40.63'],['32'],"['Yone', 'Jayce', 'Jax']","['57.78', '57.5', '51.79']","['45', '40', '56']",2.4443333333333332
17,Gwen,2.666,top,61.01,4.66,3.2,17,513,challenger,3.0,4.0,[],[],[],[],[],[],3.222
18,Pantheon,2.666,top,58.92,3.87,3.44,6,426,challenger,3.0,4.0,[],[],[],[],[],[],3.222
19,Renekton,2.666,top,57.96,7.3,7.59,4,804,challenger,3.0,3.0,[],[],[],[],[],[],2.888666666666667
20,Urgot,2.666,top,66.34,1.83,0.32,16,202,challenger,2.0,5.0,[],[],[],[],[],[],3.222
21,Yone,2.666,top,55.35,11.37,21.31,-31,1252,challenger,5.0,2.0,['Aatrox'],['42.22'],['45'],[],[],[],3.222
22,Rumble,3.0,top,57.91,7.4,6.98,3,815,challenger,5.0,3.0,[],[],[],[],[],[],3.6666666666666665
23,Singed,3.0,top,60.19,0.98,0.68,3,108,challenger,2.0,5.0,[],[],[],[],[],[],3.3333333333333335
24,Irelia,3.0,top,54.46,4.79,9.46,-16,527,challenger,4.0,3.0,[],[],[],[],[],[],3.3333333333333335
25,Ornn,3.0,top,56.75,2.62,0.37,-2,289,challenger,2.0,5.0,[],[],[],[],[],[],3.3333333333333335
26,Illaoi,3.0,top,58.13,1.45,2.92,1,160,challenger,3.0,5.0,[],[],[],[],[],[],3.6666666666666665
27,Azir,3.0,top,57.75,1.29,1.17,0,142,challenger,2.0,5.0,[],[],[],[],[],[],3.3333333333333335
28,Kennen,3.333,top,55.2,4.01,3.3,-10,442,challenger,3.0,4.0,[],[],[],[],[],[],3.4443333333333332
29,Gragas,3.333,top,58.64,3.47,2.09,4,382,challenger,2.0,4.0,[],[],[],['Jax'],['56.67'],['30'],3.111
30,Kayle,3.333,top,59.55,1.62,0.61,3,178,challenger,2.0,5.0,[],[],[],[],[],[],3.4443333333333332
31,Shen,3.333,top,58.82,2.01,0.2,3,221,challenger,2.0,5.0,[],[],[],[],[],[],3.4443333333333332
32,Kled,3.333,top,56.94,1.9,0.64,-1,209,challenger,2.0,5.0,[],[],[],[],[],[],3.4443333333333332
33,Malphite,3.666,top,56.42,4.31,10.46,-5,475,challenger,4.0,4.0,[],[],[],[],[],[],3.888666666666667
34,Warwick,3.666,top,59.21,1.38,0.4,2,152,challenger,2.0,5.0,[],[],[],[],[],[],3.5553333333333335
35,Nasus,3.666,top,58.1,0.95,2.0,1,105,challenger,2.0,5.0,[],[],[],[],[],[],3.5553333333333335
36,Akshan,3.666,top,55.6,2.27,6.11,-5,250,challenger,3.0,5.0,[],[],[],[],[],[],3.888666666666667
37,Gnar,4.0,top,54.0,3.63,0.45,-13,400,challenger,2.0,4.0,[],[],[],[],[],[],3.3333333333333335
38,Zac,4.0,top,56.12,1.26,2.38,-2,139,challenger,2.0,5.0,[],[],[],[],[],[],3.6666666666666665
39,Rengar,4.0,top,54.17,1.53,21.92,-7,168,challenger,5.0,5.0,[],[],[],[],[],[],4.666666666666667
40,Ryze,4.0,top,59.41,0.92,0.16,2,101,challenger,2.0,5.0,[],[],[],[],[],[],3.6666666666666665
41,Akali,4.333,top,50.96,4.28,19.24,-35,471,challenger,5.0,4.0,[],[],[],[],[],[],4.444333333333334
42,Sion,4.333,top,56.55,1.32,0.41,-1,145,challenger,2.0,5.0,[],[],[],[],[],[],3.7776666666666667
43,Trundle,4.333,top,54.86,3.18,2.57,-9,350,challenger,2.0,5.0,[],[],[],[],[],[],3.7776666666666667
44,Varus,4.666,top,52.63,1.55,10.41,-8,171,challenger,2.0,5.0,[],[],[],[],[],[],3.888666666666667
45,Garen,4.666,top,53.27,2.78,1.24,-12,306,challenger,3.0,5.0,[],[],[],[],[],[],4.222
46,Gangplank,5.0,top,53.43,1.85,1.65,-8,204,challenger,3.0,5.0,[],[],[],[],[],[],4.333333333333333
47,Sett,5.0,top,54.65,1.56,0.49,-4,172,challenger,2.0,5.0,[],[],[],[],[],[],4.0
48,Volibear,5.333,top,54.17,1.09,0.78,-4,120,challenger,2.0,5.0,[],[],[],[],[],[],4.111
49,Mordekaiser,5.333,top,53.51,1.68,1.31,-7,185,challenger,2.0,5.0,[],[],[],[],[],[],4.111
1,Bel'Veth,0.666,jungle,63.35,8.81,17.54,62,1124,challenger,2.0,2.0,[],[],[],[],[],[],1.5553333333333335
2,Hecarim,1.0,jungle,62.44,6.99,9.76,38,892,challenger,3.0,3.0,[],[],[],[],[],[],2.3333333333333335
3,Taliyah,1.0,jungle,60.72,7.38,9.78,26,942,challenger,2.0,3.0,['Lee Sin'],['48.39'],['31'],['Graves'],['57.14'],['35'],2.0
4,Kindred,1.333,jungle,63.12,7.23,8.87,45,922,challenger,3.0,3.0,[],[],[],[],[],[],2.4443333333333332
5,Ekko,1.666,jungle,61.06,5.17,3.15,19,660,challenger,3.0,3.0,[],[],[],[],[],[],2.5553333333333335
6,Rengar,1.666,jungle,59.21,3.57,21.92,8,456,challenger,1.0,4.0,[],[],[],[],[],[],2.222
7,Lee Sin,1.666,jungle,56.4,23.46,14.12,-30,2993,challenger,1.0,0.666,"['Brand', 'Viego', 'Nocturne', 'Nidalee', 'Graves']","['42.42', '43.86', '44', '45.65', '46.67']","['33', '57', '50', '46', '120']","['Xin Zhao', 'Taliyah', 'Jarvan IV', 'Vi']","['61.36', '51.61', '51.43', '50.91']","['44', '31', '35', '55']",1.1106666666666667
8,Talon,2.0,jungle,59.66,2.76,5.68,6,352,challenger,3.0,4.0,[],[],[],[],[],[],3.0
9,Gragas,2.0,jungle,63.83,3.32,2.09,21,423,challenger,3.0,4.0,[],[],[],[],[],[],3.0
10,Kha'Zix,2.0,jungle,58.39,9.44,9.49,9,1204,challenger,2.0,2.0,[],[],[],[],[],[],2.0
11,Karthus,2.333,jungle,57.43,3.54,8.78,0,451,challenger,3.0,4.0,[],[],[],[],[],[],3.111
12,Graves,2.333,jungle,56.27,18.62,22.6,-30,2376,challenger,1.0,1.0,['Taliyah'],['42.86'],['35'],"['Nidalee', 'Lee Sin']","['63.64', '53.33']","['33', '120']",1.4443333333333335
13,Master Yi,2.333,jungle,60.0,3.02,9.52,8,385,challenger,3.0,4.0,[],[],[],[],[],[],3.111
14,Nidalee,2.333,jungle,58.2,7.31,7.19,5,933,challenger,2.0,3.0,['Graves'],['36.36'],['33'],['Lee Sin'],['54.35'],['46'],2.4443333333333332
15,Kayn,2.666,jungle,56.31,7.09,12.72,-10,904,challenger,2.0,3.0,[],[],[],[],[],[],2.5553333333333335
16,Evelynn,2.666,jungle,60.43,4.02,14.43,14,513,challenger,3.0,4.0,[],[],[],[],[],[],3.222
17,Ivern,2.666,jungle,59.7,2.63,2.39,6,335,challenger,3.0,5.0,[],[],[],[],[],[],3.5553333333333335
18,Brand,2.666,jungle,59.04,6.72,4.34,11,857,challenger,3.0,3.0,[],[],[],['Lee Sin'],['57.58'],['33'],2.888666666666667
